Date,Review,dt,Language,Review_EN,Sent_stars,Sent_label,Sent_score,T_Food,T_Service,T_View,T_Value,T_Ambiance
"Dec 10, 2025 10:03","ALGUNAS DE MIS ANTERIORES EXPERIENCIAS CULINARIAS cuando viajo y a las cuales SI volvería:
* CENA DE LUJO POR EL SENA (París): 8/10   -   120€ p/p
* LUNCH  EN AUTOBÚS BUSTRONOME (París): 8/10   -   70€ p/p
* CENA DE LUJO POR LAS LAGUNAS VENECIANAS (Venecia): 9/10   -   110€ p/p
* CENA GOURMET ALTA COCINA (Roma): 9/10   -   145€ p/p
* CENA EXPERIENCIA GASTRONÓMICA DE ALTO NIVEL (Amsterdam: MOON): 5/10   -   105€ p/p
etc...
sin duda alguna, tan gratificante como las visitas realizadas EN GRAN PARTE DE ESPAÑA, NUEVA YORK, LISBOA, OPORTO, ESTOCOLMO...
(entre estos, mucha Estrella Michelin)

Y SOBRE EXPERIENCIAS CULINARIAS no tan gratificantes..
¿EN LONDRES? no volvería a repetir en el mismo lugar
¿EN DUBLIN? no volvería a repetir en el mismo lugar
¿EN AMSTERDAM? no volvería a repetir en MOON

MOOM: EL LUGAR ES PRECIOSO, LA EXPERIENCIA CULINARIA TIENE MUCHO QUE MEJORAR",2025-12-10 10:03:00,es,"SOME OF MY PREVIOUS CULINARY EXPERIENCES when I travel and to which I would return:
* LUXURY DINNER BY THE SEINE (Paris): 8/10 - €120 p/p
* LUNCH BY BUSTRONOME BUS (Paris): 8/10 - €70 p/p
* LUXURY DINNER BY THE VENETIAN LAGOONS (Venice): 9/10 - €110 p/p
* GOURMET HAute CUISINE DINNER (Rome): 9/10 - €145 p/p
* HIGH LEVEL GASTRONOMIC EXPERIENCE DINNER (Amsterdam: MOON): 5/10 - €105 p/p
etc...
without a doubt, as gratifying as the visits made IN MUCH OF SPAIN, NEW YORK, LISBON, PORTO, STOCKHOLM...
(among these, many Michelin Stars)

AND ABOUT CULINARY EXPERIENCES not so gratifying...
IN LONDON? I would not repeat in the same place
IN DUBLIN? I would not repeat in the same place
IN AMSTERDAM? I would not repeat in MOON again

MOOM: THE PLACE IS BEAUTIFUL, THE CULINARY EXPERIENCE HAS A LOT TO IMPROVE",3,neutral,0.0,1,0,0,0,0
"Dec 21, 2025 09:17","Dissapointed - traveled a long way and booked in advance to be sure to be seated at a good spot. Unfortunately we were seated in the second row from the window, so we were looking directly at other people, whenever we tried to enjoy the view. 
We explained our disappointment to the waiter and were promised to be moved to a better table as soon as one were available. That did not happen, even though he promised it explicitly. 

The service was mediocre and the food was OK, but a bit bland. Not enough food on the plates, even though it was a 5 course meal. We leaved still hungry. We expected a fine dining experience at that pricerange.

Definitely not worth the money due to everything above - will recommend other traveller to use their money more wisely.",2025-12-21 09:17:00,en,"Dissapointed - traveled a long way and booked in advance to be sure to be seated at a good spot. Unfortunately we were seated in the second row from the window, so we were looking directly at other people, whenever we tried to enjoy the view. 
We explained our disappointment to the waiter and were promised to be moved to a better table as soon as one were available. That did not happen, even though he promised it explicitly. 

The service was mediocre and the food was OK, but a bit bland. Not enough food on the plates, even though it was a 5 course meal. We leaved still hungry. We expected a fine dining experience at that pricerange.

Definitely not worth the money due to everything above - will recommend other traveller to use their money more wisely.",2,negative,-0.5,1,1,1,1,0
"Dec 22, 2025 20:00","over de jaren raadde meer mensen jullie aan, maar ik was niet impressed. Het eten was niet geweldig, maar vooral de service vond ik extreem matig voor een restaurant waar je zoveel geld betaald. Lage energie, niet enorm verwelkomend. En niks uitleggen van de kaart. De rekening incl pinautomaat werden gewoon op tafel gelegd zonder iets te zeggen. Niet oké.",2025-12-22 20:00:00,nl,"More people recommended you over the years, but I was not impressed. The food wasn't great, but I especially thought the service was extremely mediocre for a restaurant where you pay so much money. Low energy, not terribly welcoming. And don't explain anything about the map. The bill including ATM was simply placed on the table without saying anything. Not okay.",2,negative,-0.5,1,1,0,1,0
"Jan 01, 2026 21:17",The employees not kind in communication and the food not delicious but you have very nice view,2026-01-01 21:17:00,en,The employees not kind in communication and the food not delicious but you have very nice view,3,neutral,0.0,1,0,1,0,0
"Jan 02, 2026 14:52","Ik heb op Oudjaarsavond gegeten in Moon. Twee personen. 900 euro.  Voorafgaand aan het maken van de reservering heb ik jullie opgebeld: “Zouden we, net als een paar jaar geleden, na het diner toegang krijgen tot De Loft of Madam?”  Na aandringen bleef het antwoord: “Nee”. Dus ik heb 2 kaartjes voor Madam gekocht voor totaal 250 euro. En wat gebeurt er aan het eind van het diner? We krijgen een polsbandje voor gratis toegang tot De Loft… What the …? Dus 250 euro voor niks uitgegeven….

U begrijpt dat ik deze e-mail schrijf om mijn 250 euro terug te krijgen. Als u wilt stuur ik de ongebruikte Madam aankoopbewijzen op.",2026-01-02 14:52:00,nl,"I had dinner at Moon on New Year's Eve. Two people. 900 euros.  Before making the reservation, I called you: ""Would we, just like a few years ago, have access to De Loft of Madam after dinner?""  After insisting, the answer remained: “No”. So I bought 2 tickets for Madam for a total of 250 euros. And what happens at the end of dinner? We receive a wristband for free access to De Loft… What the…? So 250 euros spent for nothing….

You understand that I am writing this email to get my 250 euros back. If you want, I can send you the unused Madam proof of purchase.",1,negative,-1.0,0,1,0,0,0
"Jan 03, 2026 15:19","Hello, given the price of the service, you could have made an effort on the decoration of the table, with a beautiful tablecloth for example. Our table was quite ordinary and we would have liked to have the rounded sofa. Fortunately the view was splendid and the service better. The experience of the rotation was pleasant. We came from Paris to celebrate the new year at the moon.",2026-01-03 15:19:00,en,"Hello, given the price of the service, you could have made an effort on the decoration of the table, with a beautiful tablecloth for example. Our table was quite ordinary and we would have liked to have the rounded sofa. Fortunately the view was splendid and the service better. The experience of the rotation was pleasant. We came from Paris to celebrate the new year at the moon.",4,positive,0.5,0,1,1,1,0
"Jan 04, 2026 18:55",3.5 hour dinner with 45 minutes between dishes. 30 minutes to get water. 20 mins to get drinks. We were forgotten about.,2026-01-04 18:55:00,en,3.5 hour dinner with 45 minutes between dishes. 30 minutes to get water. 20 mins to get drinks. We were forgotten about.,1,negative,-1.0,1,0,0,0,0
"Jan 25, 2026 19:06","Fijn dat u de vraag naar onze mening stelt. Graag begin ik met het positieve.
We werden vriendelijk ontvangen ; onze jassen keurig in ontvangst genomen en vervolgens werden wij netjes naar onze plaats begeleid.
We hebben heerlijk gegeten en ontzettend genoten van de beleving, hoog uitkijkend over alle kanten van de verlichte stad.
Fijn ook om een eigen gastheer te hebben voor onze avond.
De uitleg over de kaart was helder.
Bij onze vraag over het wijnadvies begaf onze gastheer zich naar de sommelier. Het verhaal waar hij mee terug kwam was niet duidelijker dan de informatie op de kaart. Wij hadden bijv. de sommelier aan onze tafel verwacht. Uiteindelijk hebben we zelf een wijn gekozen die we dachten dat het best bij de vis pastte. Het was het begin van onrust aan onze tafel die een feestelijke, onbezorgde avond had moeten worden.
Tussen de eerste gangen zat best veel tijd. Op een bepaald moment werden we aangespoord ""haast"" te maken. Want ons tijdsslot was eindigende. Op dat moment hadden we nog een half uur en drie gangen te gaan.
Toen we daar iets over zeiden kwam er iemand anders aan onze tafel die kwam vertellen dat ;
we al laat waren aangekomen ( dat betwisten wij niet maar wij wilden niet buiten in de kou wachten en het was niet duidelijk of wij eerder naar binnen zouden kunnen en het tijdslot exact om half 6 begon ) en
dat we ook! voor een extra gang ( meer tijd ) hadden gekozen.
Het kwam op ons over alsof ""wij"" de tijd in de gaten hadden moeten houden en de bediening had moeten aansporen de gangen optijd te bezorgen. Het voelde alsof ons de schuld in de schoenen geschoven werd. Verwijtend naar ons toe. Dat hebben wij als onprofessioneel, ongemakkelijk en vervelend ervaren. De feestelijke sfeer waarvoor wij kwamen ging aan tafel over in verbazing en onrust.
Uiteindelijk was er geregeld dat we wat langer konden blijven. Dat was zeker fijn.
Maar daarmee verdween het nare gevoel niet. Wij hebben dit ervaren als smet op de avond.
Het excuus van onze gastheer - in opleiding - hebben wij geaccepteerd maar kon het verschil niet meer maken.",2026-01-25 19:06:00,nl,"Thank you for asking our opinion. I would like to start with the positive.
We were kindly received; Our coats were neatly received and we were then neatly escorted to our seat.
We had a delicious meal and really enjoyed the experience, looking high over all sides of the illuminated city.
It was also nice to have our own host for our evening.
The explanation about the map was clear.
When we asked about wine advice, our host went to the sommelier. The story he came back with was no clearer than the information on the map. For example, we expected the sommelier at our table. In the end we chose a wine that we thought best matched the fish. It was the beginning of unrest at our table, which should have been a festive, carefree evening.
There was quite a bit of time between the first courses. At one point we were urged to ""hurry."" Because our time slot was ending. At that point we still had half an hour and three courses to go.
When we said something about that, someone else came to our table and told us that;
we had already arrived late (we do not dispute that, but we did not want to wait outside in the cold and it was not clear whether we would be able to enter earlier and the time slot started exactly at half past six) and
that we do too! had opted for an extra course (more time).
It seemed to us as if ""we"" should have kept an eye on the time and urged the service to deliver the courses on time. It felt like we were being blamed. Accusatory towards us. We found this unprofessional, uncomfortable and annoying. The festive atmosphere we came for turned into surprise and unrest at the table.
Ultimately it was arranged that we could stay a little longer. That was certainly nice.
But that didn't make the bad feeling go away. We experienced this as a blemish on the evening.
We accepted the excuse of our host - in training - but could no longer make a difference.",2,negative,-0.5,1,1,1,0,1
"Feb 06, 2026 21:52",Food was poor.,2026-02-06 21:52:00,en,Food was poor.,2,negative,-0.5,1,0,0,0,0
"Feb 13, 2026 18:56","Nourriture excellente, mais un peu chère. Les serveurs étaient pour la plupart gentils, sauf le nôtre qui était très désagréable… On nous a assuré que l’eau était gratuite au début… pour au final nous faire payer 4€ par bouteille de l’eau du robinet ! Très déçus…",2026-02-13 18:56:00,fr,"Excellent food, but a little expensive. The waiters were mostly nice, except ours who was very unpleasant... We were assured that the water was free at the beginning... only to end up making us pay 4€ per bottle of tap water! Very disappointed…",3,neutral,0.0,1,1,0,1,0
"Feb 15, 2026 14:01","Wij hebben een hele fijne middag gehad en goed gegeten, dank daarvoor.
Graag wil ik wel een opmerking maken over de toiletten.
Tijdens mijn bezoek heb ik drie keer gebruik gemaakt van het toilet. Persoonlijk ervaar ik het gemengde toilet als ongemakkelijk; handen wassen terwijl er achter mij een man bij het urinoir staat voelt niet prettig. Ook ontstond er op een moment een wachtrij van meerdere dames terwijl het urinoir werd gebruikt, wat als ongemakkelijk werd ervaren.
Bij mijn laatste bezoek was het toilet bovendien niet schoon (niet doorgetrokken en vervuild). Naar mijn mening past de staat van de toiletten niet bij de verder verzorgde indruk van het restaurant.
Ik hoop dat u dit als opbouwende feedback wilt zien.
Met vriendelijke groet,
Manya",2026-02-15 14:01:00,nl,"We had a very nice afternoon and ate well, thanks for that.
I would like to make a comment about the toilets.
During my visit I used the toilet three times. Personally, I experience the mixed toilet as uncomfortable; Washing hands while a man is standing behind me at the urinal does not feel pleasant. At one point there was also a queue of several ladies while the urinal was being used, which was experienced as uncomfortable.
On my last visit, the toilet was also not clean (not flushed and dirty). In my opinion, the condition of the toilets does not match the otherwise well-kept impression of the restaurant.
I hope you will take this as constructive feedback.
Kind regards,
Manya",3,neutral,0.0,0,0,0,0,0
"Feb 23, 2026 08:19","Kwaliteit eten was prima, wel weinig. We hadden twee gerechten op de lunchmenukaart besteld, was te weinig. Daarna maar wat bijbesteld. Gastheer was niet goed. Geen hartelijk ontvangst, ongeïnteresseerd, kortaf, knoeide paar keer met inschenken; werd vervolgens niet schoongemaakt. Overig personeel was wel ok met de uitleg, maar verder niet. Er ontbreekt duidelijk leiding. Na het afrekenen moesten we zelf op zoek naar de jassen. Uiteindelijk de kast gevonden waarin ze hingen. Toen we bij de lift stonden, zagen we ook andere klanten zoeken naar jassen. Jammer, het uitzicht was formidabel; de rest een domper.",2026-02-23 08:19:00,nl,"Food quality was fine, but not much. We ordered two dishes from the lunch menu, which was not enough. Then I ordered some more. Host was not good. Not a warm welcome, disinterested, curt, messed up pouring a few times; was subsequently not cleaned. Other staff were ok with the explanation, but nothing else. There is clearly a lack of leadership. After paying we had to look for the jackets ourselves. Finally found the cupboard in which they were hanging. When we stood at the elevator, we also saw other customers looking for coats. Too bad, the view was fantastic; the rest is a downer.",2,negative,-0.5,1,1,1,0,0
"Feb 23, 2026 10:00","They put us in the worst table in the restaurant even though there were several empty tables. Furthermore, the menu was really off, the majority of the courses didn’t make sense in terms of ingredient fusion to the point that the best part of the meal was the bread and the butter. Overall not a good experience.",2026-02-23 10:00:00,en,"They put us in the worst table in the restaurant even though there were several empty tables. Furthermore, the menu was really off, the majority of the courses didn’t make sense in terms of ingredient fusion to the point that the best part of the meal was the bread and the butter. Overall not a good experience.",2,negative,-0.5,1,0,0,0,1
